Material compositions 1,Material compositions 2,Enorm (eV),E_raw (eV),Site2_MeltingT,Site1_MendeleevNumber,Site1_MiracleRadius,GSestFCClatcnt_max_value,Site2_BCCenergy_pa,Site1_BCCfermi,CovalentRadius_max_value,Site2_Density,n_ws^third_min_value,Site1_HHIr,IonicRadii_max_value,BoilingT_max_value,valence_arithmetic_average,Site2_NdUnfilled,Site1_IonicRadii,BCCenergy_pa_composition_average,MiracleRadius_min_value,MeltingT_min_value,NUnfilled_max_value,Site2_Group,Site1_CovalentRadii,Site2_NUnfilled,SpecificHeatCapacity_difference,Site1_Electronegativity,BCCenergy_pa_arithmetic_average
Fe,Cd,-0.32909,2.267743811,-1.247999329,-0.556174822,-1.072333378,-0.109624705,1.611400759,0.17646391,-0.479324417,-0.188868779,-0.709634524,-0.589845856,0.689781114,-0.808194969,0.039977858,-0.943565335,-0.889439196,0.627565616,-0.730180111,-1.113508779,-0.429092963,0.881763363,-0.925040642,-1.358836389,-0.277062048,-0.173455388,0.627565616
Fe,Hf,-0.27526,2.321573811,0.888986172,-0.556174822,-1.072333378,0.289688354,-1.081421964,0.17646391,1.238582985,0.675156668,0.192866382,-0.589845856,0.121521256,0.747763693,0.89844975,1.548180016,-0.889439196,-1.284693857,-0.730180111,0.913602155,1.06086388,-1.159425018,-0.925040642,1.22129274,0.053983664,-0.173455388,-1.284693857
Fe,Hg,-0.34562,2.251213811,-1.650295138,-0.556174822,-1.072333378,0.701128838,1.784430608,0.17646391,-1.14432083,0.716689221,-0.709634524,-0.589845856,1.02126603,-0.808194969,0.039977858,-0.943565335,-0.889439196,0.750439641,-0.730180111,-1.713089003,-0.429092963,0.881763363,-0.925040642,-1.358836389,0.053983664,-0.173455388,0.750439641
Fe,In,-0.32382,2.273013811,-1.431843708,-0.556174822,-1.072333378,0.572503382,1.041031352,0.17646391,-0.590157152,-0.437322448,-1.01046816,-0.589845856,-0.020543708,-0.808194969,0.469213804,-0.943565335,-0.889439196,0.222528072,-0.730180111,-1.387509778,-0.056603753,1.136911911,-0.925040642,0.253744317,-0.280660371,-0.173455388,0.222528072
Fe,Os,0.12598,2.722813811,1.783225258,-0.556174822,-1.072333378,-1.035032904,-1.247658353,0.17646391,-0.479324417,2.395791033,1.568105858,-0.589845856,-0.825578506,1.113083494,2.615393535,0.30230734,-0.889439196,-1.40274363,-0.730180111,0.913602155,-0.429092963,-0.138830827,-0.925040642,-0.068771824,0.089966893,-0.173455388,-1.40274363
Fe,Pd,-0.14447,2.452363811,0.131174436,-0.556174822,-1.072333378,-0.974201659,0.314611849,0.17646391,-0.756406256,0.436529897,1.138343521,-0.589845856,-0.778223518,-0.717088319,0.89844975,-0.943565335,-0.889439196,-0.293325632,-0.730180111,0.913602155,-0.429092963,0.371466268,-0.925040642,-1.358836389,-0.320241924,-0.173455388,-0.293325632
Fe,Pt,-0.00302,2.593813811,0.369656822,-0.556174822,-1.072333378,-0.860691677,0.065987337,0.17646391,-0.922655359,2.117671254,1.568105858,-0.589845856,-0.825578506,0.05285219,0.89844975,-0.632097166,-0.889439196,-0.469881843,-0.730180111,0.913602155,-0.429092963,0.371466268,-0.925040642,-0.713804106,0.089966893,-0.173455388,-0.469881843
Fe,Sc,-0.28547,2.311363811,0.115469362,-0.556174822,-1.072333378,0.294636562,-0.007621061,0.17646391,0.961501146,-1.239234477,-0.580705823,-0.589845856,-0.257318649,-0.808194969,0.469213804,1.859648185,-0.889439196,-0.522153519,-0.730180111,0.913602155,1.43335309,-1.414573566,-0.925040642,1.543808881,-0.629697698,-0.173455388,-0.522153519
Fe,Ta,-0.19922,2.397613811,1.765340476,-0.556174822,-1.072333378,-0.32691117,-1.700431039,0.17646391,0.961501146,1.294436708,0.966438587,-0.589845856,-0.778223518,1.511451785,1.327685696,1.236711847,-0.889439196,-1.724271984,-0.730180111,0.913602155,0.688374669,-0.90427647,-0.925040642,0.898776599,0.053983664,-0.173455388,-1.724271984
Fe,Tl,-0.37171,2.225123811,-1.267247826,-0.556174822,-1.072333378,0.91368165,1.160558109,0.17646391,-0.423908049,0.404453416,-1.225349328,-0.589845856,3.720500352,-0.808194969,0.469213804,-0.943565335,-0.889439196,0.307407842,-0.730180111,-1.142196669,-0.056603753,1.136911911,-0.925040642,0.253744317,0.093565216,-0.173455388,0.307407842
Fe,Zr,-0.30511,2.291723811,0.466458203,-0.556174822,-1.072333378,0.428380823,-0.691737792,0.17646391,1.238582985,-0.585467583,0.020961447,-0.589845856,0.168876244,0.574482419,0.89844975,1.548180016,-0.889439196,-1.007966673,-0.730180111,0.913602155,1.06086388,-1.159425018,-0.925040642,1.22129274,-0.442584904,-0.173455388,-1.007966673
Fe,Re,0.06777,2.664603811,1.954248483,-0.556174822,-1.072333378,-0.928233749,-1.775060415,0.17646391,-0.091409842,2.104692331,1.568105858,-0.589845856,-1.204418411,1.634713723,2.186157589,0.613775509,-0.889439196,-1.777268686,-0.730180111,0.913602155,-0.056603753,-0.393979375,-0.925040642,0.253744317,0.064778633,-0.173455388,-1.777268686
Ir,Ir,0,4.5471,1.149433305,-0.076835305,-0.299219772,-1.012114297,-0.62016634,2.029795736,-0.64557352,2.390228637,1.825963259,2.079499781,-0.825578506,0.591453265,-0.818494035,-0.009160828,-0.328664706,-0.944795256,0.190339085,2.459616182,-0.801582174,0.11631772,0.025152162,-0.391287965,-1.05789813,0.836372049,-0.944795256
Ir,Ag,-0.0978,4.4493,-0.531814423,-0.076835305,-0.299219772,-0.626924632,1.021336909,2.029795736,-0.423908049,0.152291483,-0.193919721,2.079499781,1.636880876,0.591453265,-1.247729981,-0.943565335,-0.328664706,0.220888661,0.190339085,-0.046109375,-0.801582174,0.626614816,0.025152162,-1.036320247,-0.680074219,0.836372049,0.220888661
Ir,Cd,-0.12577,4.42133,-1.247999329,-0.076835305,-0.299219772,-0.109624705,1.611400759,2.029795736,-0.479324417,-0.188868779,-0.709634524,2.079499781,0.689781114,0.591453265,-1.247729981,-0.943565335,-0.328664706,0.639911858,0.190339085,-1.113508779,-0.801582174,0.881763363,0.025152162,-1.358836389,-0.690869188,0.836372049,0.639911858
Ir,Mo,0.38848,4.93558,1.324927726,-0.076835305,-0.299219772,-0.739504582,-1.400787522,2.029795736,0.074839261,0.113354714,1.568105858,2.079499781,-0.825578506,0.779918981,0.469213804,0.613775509,-0.328664706,-1.499139304,0.190339085,2.459616182,0.315885458,-0.649127923,0.025152162,0.576260458,-0.626099375,0.836372049,-1.499139304
Ir,Nb,0.16369,4.71079,1.161729093,-0.076835305,-0.299219772,-0.317204352,-1.176407373,2.029795736,0.629002939,-0.203701834,1.009414821,2.079499781,-0.778223518,0.873705238,0.039977858,0.925243678,-0.328664706,-1.33979979,0.190339085,2.459616182,0.688374669,-0.90427647,0.025152162,0.898776599,-0.572124531,0.836372049,-1.33979979
Ir,Pd,-0.0767,4.4704,0.131174436,-0.076835305,-0.299219772,-0.974201659,0.314611849,2.029795736,-0.64557352,0.436529897,1.138343521,2.079499781,-0.778223518,0.591453265,-0.389258088,-0.943565335,-0.328664706,-0.28097939,0.190339085,0.942006831,-0.801582174,0.371466268,0.025152162,-1.358836389,-0.647689313,0.836372049,-0.28097939
Ir,Rh,-0.07101,4.47609,0.588298279,-0.076835305,-0.299219772,-1.012114297,-0.227561963,2.029795736,-0.590157152,0.515701328,1.525129624,2.079499781,-0.636158553,0.591453265,0.469213804,-0.320628997,-0.328664706,-0.665994341,-0.144395168,1.62330256,-0.801582174,0.11631772,0.025152162,-0.391287965,-0.654885959,0.836372049,-0.665994341
Ir,Ru,0.194,4.7411,1.001883856,-0.076835305,-0.299219772,-1.012114297,-0.722634595,2.029795736,-0.368491681,0.500868273,1.825963259,2.079499781,-0.825578506,0.591453265,1.327685696,-0.009160828,-0.328664706,-1.017561238,0.022971959,2.239709014,-0.429092963,-0.138830827,0.025152162,-0.068771824,-0.66927925,0.836372049,-1.017561238
Ir,Tc,0.51986,5.06696,0.804033458,-0.076835305,-0.299219772,-0.99785562,-1.175942345,2.029795736,-0.313075313,0.339558801,1.740010792,2.079499781,-0.825578506,0.591453265,0.89844975,0.613775509,-0.328664706,-1.339469558,0.190339085,1.944833494,-0.056603753,-0.393979375,0.025152162,0.253744317,-0.662082605,0.836372049,-1.339469558
Ir,Y,-0.24058,4.30652,0.098702379,-0.076835305,-0.299219772,1.551103553,-0.057757695,2.029795736,2.069828502,-0.963525069,-0.838563225,2.079499781,1.02126603,0.591453265,-0.818494035,1.859648185,-0.328664706,-0.545410903,0.190339085,0.893610595,1.43335309,-1.414573566,0.025152162,1.543808881,-0.446183227,0.836372049,-0.545410903
Ir,Zr,0.02097,4.56807,0.466458203,-0.076835305,-0.299219772,0.428380823,-0.691737792,2.029795736,1.238582985,-0.585467583,0.020961447,2.079499781,0.168876244,0.591453265,-0.389258088,1.548180016,-0.328664706,-0.995620431,0.190339085,1.44171255,1.06086388,-1.159425018,0.025152162,1.22129274,-0.525346332,0.836372049,-0.995620431
Mg,Mg,0,1.412438272,-0.880489421,0.690107923,1.387573552,0.386295874,1.380896676,-1.198230213,-0.64557352,-1.47044472,-1.01046816,-0.901847294,-0.399383613,-2.390056502,-1.676965927,-0.943565335,0.302206596,1.89724234,2.198744603,-0.565773336,-1.919049806,-1.669722113,0.880325687,-1.358836389,-1.05789813,-1.592672327,1.89724234
Mg,Ag,0.05403,1.466468272,-0.531814423,0.690107923,1.387573552,0.386295874,1.021336909,-1.198230213,-0.423908049,0.152291483,-1.01046816,-0.901847294,1.636880876,-1.432543479,-1.676965927,-0.943565335,0.302206596,1.641907459,0.859807591,-0.565773336,-1.546560596,0.626614816,0.880325687,-1.036320247,1.766785391,-1.592672327,1.641907459
Mg,Al,0.06506,1.477498272,-0.868786067,0.690107923,1.387573552,0.386295874,0.744073339,-1.198230213,-0.64557352,-1.292077235,-1.01046816,-0.901847294,-0.399383613,-1.113670205,-1.247729981,-0.943565335,0.302206596,1.445013737,0.608756901,-0.565773336,-0.056603753,1.136911911,0.880325687,0.253744317,-0.626099375,-1.592672327,1.445013737
Mg,Au,0.12695,1.539388272,-0.41735182,0.690107923,1.387573552,0.386295874,0.882893005,-1.198230213,-0.64557352,1.785781651,-1.01046816,-0.901847294,0.216231232,-0.812660981,-1.247729981,-0.943565335,0.302206596,1.543594018,0.776124028,-0.565773336,-1.546560596,0.626614816,0.880325687,-1.036320247,2.151805947,-1.592672327,1.543594018
Mg,Be,-0.02165,1.390788272,-0.168451548,0.690107923,1.387573552,0.386295874,0.742557738,-1.198230213,-0.64557352,-1.450049269,-1.01046816,-0.901847294,-0.399383613,-1.157437125,-1.676965927,-0.943565335,0.302206596,1.44393746,-1.818066433,-0.565773336,-1.919049806,-1.669722113,0.880325687,-1.358836389,1.83875185,-1.592672327,1.44393746
Mg,Bi,-0.16849,1.243948272,-1.303688068,0.690107923,1.387573552,1.615079521,0.670988513,-1.198230213,-0.257658945,0.020648121,-1.053444393,-0.901847294,1.068621018,-1.966678542,-0.389258088,-0.943565335,0.302206596,1.393113866,2.198744603,-1.196507075,-0.801582174,1.647209006,0.880325687,-0.391287965,2.173395885,-1.592672327,1.393113866
Mg,Ca,-0.18541,1.227028272,-0.66587204,0.690107923,1.387573552,2.115409261,1.257619951,-1.198230213,1.293999353,-1.505302399,-2.127850234,-0.901847294,0.926556054,-2.038134738,-1.676965927,-0.943565335,0.302206596,1.809699598,2.198744603,-0.565773336,-1.919049806,-1.669722113,0.880325687,-1.358836389,0.284276333,-1.592672327,1.809699598
Mg,Cd,-0.09292,1.319518272,-1.247999329,0.690107923,1.387573552,0.386295874,1.611400759,-1.198230213,-0.479324417,-0.188868779,-1.01046816,-0.901847294,0.689781114,-2.390056502,-1.676965927,-0.943565335,0.302206596,2.060930656,1.947693913,-1.113508779,-1.919049806,0.881763363,0.880325687,-1.358836389,1.77758036,-1.592672327,2.060930656
Mg,Ce,-0.2,1.212438272,-0.71505519,0.690107923,1.387573552,2.062556995,0.444518473,-1.198230213,2.845657651,-0.552464036,-1.01046816,-0.901847294,1.589525887,-0.362486948,-0.818494035,1.859648185,0.302206596,1.232290253,2.198744603,-0.565773336,6.27571283,-1.414573566,0.880325687,5.736518715,1.928709924,-1.592672327,1.232290253
Mg,Co,0.57203,1.984468272,0.064050614,0.690107923,1.387573552,0.386295874,-0.248457198,-1.198230213,-0.64557352,-0.142515482,-1.01046816,-0.901847294,-0.399383613,-0.749243607,-1.247729981,-0.009160828,0.302206596,0.740186083,-0.730180111,-0.565773336,-0.801582174,0.11631772,0.880325687,-0.391287965,1.097497321,-1.592672327,0.740186083
Mg,Cr,0.34033,1.752768272,0.524583744,0.690107923,1.387573552,0.386295874,-1.000991245,-1.198230213,-0.64557352,-0.468842689,-1.01046816,-0.901847294,-0.399383613,-0.977903433,0.039977858,0.613775509,0.302206596,0.205787607,-0.311762294,-0.565773336,0.315885458,-0.649127923,0.880325687,0.576260458,0.996744278,-1.592672327,0.205787607
Mg,Cu,0.07701,1.489448272,-0.394504011,0.690107923,1.387573552,0.386295874,0.746249178,-1.198230213,-0.64557352,-0.138807219,-1.01046816,-0.901847294,-0.352028625,-0.749243607,-1.676965927,-0.943565335,0.302206596,1.44655887,-0.646496547,-0.565773336,-1.546560596,0.626614816,0.880325687,-1.036320247,1.227036948,-1.592672327,1.44655887
Mg,Fe,0.47406,1.886498272,0.112115965,0.690107923,1.387573552,0.386295874,-0.637552182,-1.198230213,-0.64557352,-0.332749411,-1.01046816,-0.901847294,-0.399383613,-0.808194969,0.039977858,0.30230734,0.302206596,0.4638773,-0.730180111,-0.565773336,-0.429092963,-0.138830827,0.880325687,-0.068771824,0.996744278,-1.592672327,0.4638773
Mg,Ga,-0.05779,1.354648272,-1.573625315,0.690107923,1.387573552,0.386295874,0.944313144,-1.198230213,-0.64557352,-0.698013387,-1.01046816,-0.901847294,-0.399383613,-1.395028976,-1.247729981,-0.943565335,0.302206596,1.587210421,0.022971959,-1.598820574,-0.056603753,1.136911911,0.880325687,0.253744317,1.277413469,-1.592672327,1.587210421
Mg,Gd,-0.09429,1.318148272,-0.139388778,0.690107923,1.387573552,1.516335185,0.487587384,-1.198230213,2.402326709,-0.327743255,-1.01046816,-0.901847294,1.163330995,-0.460739217,-1.247729981,1.859648185,0.302206596,1.262874864,2.198744603,-0.565773336,4.040777566,-1.414573566,0.880325687,3.801421869,1.763187068,-1.592672327,1.262874864
Mg,Hf,0.63542,2.047858272,0.888986172,0.690107923,1.387573552,0.386295874,-1.081421964,-1.198230213,1.238582985,0.675156668,-1.01046816,-0.901847294,0.121521256,0.747763693,-0.818494035,1.548180016,0.302206596,0.148671183,2.031377476,-0.565773336,1.06086388,-1.159425018,0.880325687,1.22129274,2.108626072,-1.592672327,0.148671183
Mg,Hg,-0.15246,1.259978272,-1.650295138,0.690107923,1.387573552,0.701128838,1.784430608,-1.198230213,-0.64557352,0.716689221,-1.01046816,-0.901847294,1.02126603,-2.390056502,-1.676965927,-0.943565335,0.302206596,2.183804681,1.529276097,-1.713089003,-1.919049806,0.881763363,0.880325687,-1.358836389,2.108626072,-1.592672327,2.183804681
Mg,In,-0.09044,1.321998272,-1.431843708,0.690107923,1.387573552,0.572503382,1.041031352,-1.198230213,-0.590157152,-0.437322448,-1.01046816,-0.901847294,-0.020543708,-1.512931699,-1.247729981,-0.943565335,0.302206596,1.655893112,1.780326787,-1.387509778,-0.056603753,1.136911911,0.880325687,0.253744317,1.773982037,-1.592672327,1.655893112
Mg,Ir,0.86103,2.273468272,1.149433305,0.690107923,1.387573552,0.386295874,-0.62016634,-1.198230213,-0.64557352,2.390228637,-1.01046816,-0.901847294,-0.399383613,0.591453265,-1.247729981,-0.009160828,0.302206596,0.476223542,0.190339085,-0.565773336,-0.801582174,0.11631772,0.880325687,-0.391287965,2.144609301,-1.592672327,0.476223542
Mg,K,-0.32939,1.083048272,-1.536044917,0.690107923,1.387573552,4.884775228,1.505236439,-1.198230213,2.790241284,-1.63397915,-3.245232308,-0.901847294,3.341660447,-2.390056502,-2.106201873,-0.943565335,0.302206596,1.985539979,2.198744603,-1.542810885,-1.546560596,-1.924870661,0.880325687,-1.036320247,-0.111539192,-1.592672327,1.985539979
Mg,La,-0.22764,1.184798272,-0.578683729,0.690107923,1.387573552,2.028135202,0.402585611,-1.198230213,3.011906755,-0.653143396,-1.01046816,-0.901847294,1.684235864,-0.269593893,-1.247729981,1.859648185,0.302206596,1.202512388,2.198744603,-0.565773336,1.43335309,-1.414573566,0.880325687,1.543808881,1.928709924,-1.592672327,1.202512388
Mg,Li,-0.07403,1.338408272,-1.405083603,0.690107923,1.387573552,0.386295874,1.276017919,-1.198230213,-0.64557352,-1.693496782,-1.827016598,-0.901847294,-0.20996366,-2.164969485,-2.106201873,-0.943565335,0.302206596,1.822764583,1.529276097,-1.347626614,-1.546560596,-1.924870661,0.880325687,-1.036320247,8.161005285,-1.592672327,1.822764583
Mg,Mn,0.2894,1.701838272,-0.214281301,0.690107923,1.387573552,0.386295874,-0.811898983,-1.198230213,-0.64557352,-0.407656338,-1.01046816,-0.901847294,-0.399383613,-1.522756926,0.469213804,0.613775509,0.302206596,0.340068065,-0.144395168,-0.565773336,-0.056603753,-0.393979375,0.880325687,0.253744317,0.885196267,-1.592672327,0.340068065
Mg,Mo,1.26838,2.680818272,1.324927726,0.690107923,1.387573552,0.386295874,-1.400787522,-1.198230213,0.074839261,0.113354714,-1.01046816,-0.901847294,-0.399383613,0.779918981,0.039977858,0.613775509,0.302206596,-0.078120506,0.441389775,-0.565773336,0.315885458,-0.649127923,0.880325687,0.576260458,1.712810547,-1.592672327,-0.078120506
Mg,Na,-0.14435,1.268088272,-1.497659704,0.690107923,1.387573552,1.195993136,1.458151306,-1.198230213,0.739835675,-1.613212873,-2.514636336,-0.901847294,1.02126603,-2.390056502,-2.106201873,-0.943565335,0.302206596,1.952103322,2.198744603,-1.485601702,-1.546560596,-1.924870661,0.880325687,-1.036320247,-0.302250309,-1.592672327,1.952103322
Mg,Nb,1.04635,2.458788272,1.161729093,0.690107923,1.387573552,0.386295874,-1.176407373,-1.198230213,0.629002939,-0.203701834,-1.01046816,-0.901847294,-0.399383613,0.873705238,-0.389258088,0.925243678,0.302206596,0.081219008,0.776124028,-0.565773336,0.688374669,-0.90427647,0.880325687,0.898776599,1.658835702,-1.592672327,0.081219008
Mg,Nd,-0.16883,1.243608272,-0.465786044,0.690107923,1.387573552,1.813591993,0.451799986,-1.198230213,2.679408548,-0.492946404,-1.01046816,-0.901847294,2.299850709,-0.594719584,-1.247729981,-0.943565335,0.302206596,1.237461089,2.198744603,-0.565773336,1.805842301,-1.414573566,0.880325687,1.866325022,1.928709924,-1.592672327,1.237461089
Mg,Ni,0.36627,1.778708272,0.01933866,0.690107923,1.387573552,0.386295874,0.210847207,-1.198230213,-0.64557352,-0.141032177,-1.01046816,-0.901847294,-0.399383613,-0.761748441,-1.247729981,-0.320628997,0.302206596,1.066352819,-0.646496547,-0.565773336,-1.174071385,0.371466268,0.880325687,-0.713804106,1.014735893,-1.592672327,1.066352819
Mg,Os,1.15292,2.565358272,1.783225258,0.690107923,1.387573552,0.386295874,-1.247658353,-1.198230213,-0.479324417,2.395791033,-1.01046816,-0.901847294,-0.399383613,1.113083494,0.89844975,0.30230734,0.302206596,0.03062141,0.106655522,-0.565773336,-0.429092963,-0.138830827,0.880325687,-0.068771824,2.144609301,-1.592672327,0.03062141
Mg,Pd,0.36233,1.774768272,0.131174436,0.690107923,1.387573552,0.386295874,0.314611849,-1.198230213,-0.64557352,0.436529897,-1.01046816,-0.901847294,-0.399383613,-0.717088319,-0.818494035,-0.943565335,0.302206596,1.140039408,0.692440464,-0.565773336,-1.919049806,0.371466268,0.880325687,-1.358836389,1.734400484,-1.592672327,1.140039408
Mg,Pr,-0.18752,1.224918272,-0.566387942,0.690107923,1.387573552,1.903505908,0.446498121,-1.198230213,2.790241284,-0.561549282,-1.01046816,-0.901847294,1.542170899,-0.425011119,-1.247729981,-0.943565335,0.302206596,1.233696065,2.198744603,-0.565773336,2.178331512,-1.414573566,0.880325687,2.188841163,1.917914955,-1.592672327,1.233696065
Mg,Pt,0.4658,1.878238272,0.369656822,0.690107923,1.387573552,0.386295874,0.065987337,-1.198230213,-0.64557352,2.117671254,-1.01046816,-0.901847294,-0.399383613,0.05285219,-0.818494035,-0.632097166,0.302206596,0.963483196,0.441389775,-0.565773336,-1.174071385,0.371466268,0.880325687,-0.713804106,2.144609301,-1.592672327,0.963483196
Mg,Re,1.38375,2.796188272,1.954248483,0.690107923,1.387573552,0.386295874,-1.775060415,-1.198230213,-0.091409842,2.104692331,-1.01046816,-0.901847294,-0.399383613,1.634713723,0.469213804,0.613775509,0.302206596,-0.343903649,0.274022648,-0.565773336,-0.056603753,-0.393979375,0.880325687,0.253744317,2.119421041,-1.592672327,-0.343903649
Mg,Rh,0.7209,2.133338272,0.588298279,0.690107923,1.387573552,0.386295874,-0.227561963,-1.198230213,-0.590157152,0.515701328,-1.01046816,-0.901847294,-0.399383613,-0.063264128,0.039977858,-0.320628997,0.302206596,0.755024457,-0.144395168,-0.565773336,-0.801582174,0.11631772,0.880325687,-0.391287965,1.74159713,-1.592672327,0.755024457
Mg,Ru,1.03511,2.447548272,1.001883856,0.690107923,1.387573552,0.386295874,-0.722634595,-1.198230213,-0.368491681,0.500868273,-1.01046816,-0.901847294,-0.399383613,0.343142985,0.89844975,-0.009160828,0.302206596,0.40345756,0.022971959,-0.565773336,-0.429092963,-0.138830827,0.880325687,-0.068771824,1.755990422,-1.592672327,0.40345756
Mg,Sb,-0.13667,1.275768272,-0.901973515,0.690107923,1.387573552,1.461795358,0.672618521,-1.198230213,-0.64557352,-0.550980731,-1.01046816,-0.901847294,-0.20996366,-1.946134886,-0.389258088,-0.943565335,0.302206596,1.394271387,1.780326787,-0.597793152,-0.801582174,1.647209006,0.880325687,-0.391287965,1.867538434,-1.592672327,1.394271387
Mg,Sc,0.2063,1.618738272,0.115469362,0.690107923,1.387573552,0.386295874,-0.007621061,-1.198230213,0.961501146,-1.239234477,-1.01046816,-0.901847294,-0.257318649,-0.835884244,-1.247729981,1.859648185,0.302206596,0.911211521,2.198744603,-0.565773336,1.43335309,-1.414573566,0.880325687,1.543808881,0.568543847,-1.592672327,0.911211521
Mg,Se,-0.30687,1.105568272,-1.360025131,0.690107923,1.387573552,0.788960664,0.967457881,-1.198230213,-0.64557352,-0.899186694,-1.01046816,-0.901847294,-0.399383613,-2.390056502,0.039977858,-0.943565335,0.302206596,1.603646239,-1.315965053,-1.28047163,-1.174071385,1.902357554,0.880325687,-0.713804106,1.46092794,-1.592672327,1.603646239
Mg,Si,0.02822,1.440658272,-0.026491093,0.690107923,1.387573552,0.386295874,0.370947113,-1.198230213,-0.64557352,-1.360680114,-1.01046816,-0.901847294,-0.399383613,-0.773360073,-0.818494035,-0.943565335,0.302206596,1.180044879,-1.985433559,-0.565773336,-0.429092963,1.392060459,0.880325687,-0.068771824,0.093565216,-1.592672327,1.180044879
Mg,Sn,-0.0433,1.369138272,-1.34763992,0.690107923,1.387573552,1.651374928,0.671125117,-1.198230213,-0.64557352,-0.437322448,-1.01046816,-0.901847294,-0.399383613,-1.039534402,-0.818494035,-0.943565335,0.302206596,1.393210873,1.780326787,-1.262012756,-0.429092963,1.392060459,0.880325687,-0.068771824,1.791973652,-1.592672327,1.393210873
Mg,Sr,-0.32382,1.088618272,-0.738528966,0.690107923,1.387573552,3.556557902,1.331933612,-1.198230213,2.346910341,-1.305056158,-2.428683869,-0.901847294,2.157785745,-2.129241387,-1.676965927,-0.943565335,0.302206596,1.862472104,2.198744603,-0.565773336,-1.919049806,-1.669722113,0.880325687,-1.358836389,1.532894399,-1.592672327,1.862472104
Mg,Ta,1.13128,2.543718272,1.765340476,0.690107923,1.387573552,0.386295874,-1.700431039,-1.198230213,0.961501146,1.294436708,-1.01046816,-0.901847294,-0.399383613,1.511451785,-0.389258088,1.236711847,0.302206596,-0.290906944,0.943491154,-0.565773336,0.688374669,-0.90427647,0.880325687,0.898776599,2.108626072,-1.592672327,-0.290906944
Mg,Tc,1.24556,2.657998272,0.804033458,0.690107923,1.387573552,0.386295874,-1.175942345,-1.198230213,-0.313075313,0.339558801,-1.01046816,-0.901847294,-0.399383613,0.445861266,0.469213804,0.613775509,0.302206596,0.08154924,0.190339085,-0.565773336,-0.056603753,-0.393979375,0.880325687,0.253744317,1.748793776,-1.592672327,0.08154924
Mg,Th,-0.1397,1.272738272,0.349089323,0.690107923,1.387573552,1.551653609,-0.333841319,-1.198230213,2.956490387,0.381091355,-1.01046816,-0.901847294,1.163330995,0.941588624,-0.818494035,1.548180016,0.302206596,0.67955209,2.198744603,-0.565773336,1.06086388,-1.414573566,0.880325687,1.22129274,2.205780792,-1.592672327,0.67955209
Mg,Ti,0.61614,2.028578272,0.257429817,0.690107923,1.387573552,0.386295874,-0.451494405,-1.198230213,0.407337468,-0.957035608,-1.01046816,-0.901847294,-0.399383613,-0.427690726,-0.818494035,1.548180016,0.302206596,0.596002874,0.692440464,-0.565773336,1.06086388,-1.159425018,0.880325687,1.22129274,0.73046838,-1.592672327,0.596002874
Mg,V,0.85139,2.263828272,0.52793714,0.690107923,1.387573552,0.386295874,-0.832420822,-1.198230213,0.019422894,-0.659818271,-1.01046816,-0.901847294,-0.399383613,-0.320506433,-0.389258088,1.236711847,0.302206596,0.325494852,0.022971959,-0.565773336,0.688374669,-0.90427647,0.880325687,0.898776599,0.85281136,-1.592672327,0.325494852
Mg,W,1.42392,2.836358272,2.218049014,0.690107923,1.387573552,0.386295874,-2.030509893,-1.198230213,0.518170204,1.776510992,-1.01046816,-0.901847294,-0.399383613,1.598092422,0.039977858,0.925243678,0.302206596,-0.525306486,0.106655522,-0.565773336,0.315885458,-0.649127923,0.880325687,0.576260458,2.144609301,-1.592672327,-0.525306486
Mg,Y,-0.0565,1.355938272,0.098702379,0.690107923,1.387573552,1.551103553,-0.057757695,-1.198230213,2.069828502,-0.963525069,-1.01046816,-0.901847294,1.02126603,-0.375884984,-1.247729981,1.859648185,0.302206596,0.875607895,2.198744603,-0.565773336,1.43335309,-1.414573566,0.880325687,1.543808881,1.532894399,-1.592672327,0.875607895
Mg,Zn,-0.10139,1.311048272,-1.137940854,0.690107923,1.387573552,0.386295874,1.487180929,-1.198230213,-0.64557352,-0.468842689,-1.01046816,-0.901847294,-0.304673637,-2.390056502,-1.676965927,-0.943565335,0.302206596,1.972718185,0.525073338,-0.949478024,-1.919049806,0.881763363,0.880325687,-1.358836389,1.216241979,-1.592672327,1.972718185
Mg,Zr,0.58031,1.992748272,0.466458203,0.690107923,1.387573552,0.428380823,-0.691737792,-1.198230213,1.238582985,-0.585467583,-1.01046816,-0.901847294,0.168876244,0.574482419,-0.818494035,1.548180016,0.302206596,0.425398367,2.031377476,-0.565773336,1.06086388,-1.159425018,0.880325687,1.22129274,1.612057504,-1.592672327,0.425398367
Mo,Mo,0,5.028798889,1.324927726,-1.035514339,-0.088370606,-0.739504582,-1.400787522,1.446802931,0.074839261,0.113354714,1.568105858,0.762160376,-1.014998458,0.779918981,1.756921643,0.613775509,-0.609051951,-2.053483352,0.441389775,2.721172434,0.315885458,-0.649127923,0.310210004,0.576260458,-1.05789813,0.727201515,-2.053483352
Mo,Ag,-0.3389,4.689898889,-0.531814423,-1.035514339,-0.088370606,-0.626924632,1.021336909,1.446802931,0.074839261,0.152291483,-0.193919721,0.762160376,1.636880876,0.779918981,0.039977858,-0.943565335,-0.609051951,-0.333455387,0.441389775,-0.046109375,0.315885458,0.626614816,0.310210004,-1.036320247,-1.003923285,0.727201515,-0.333455387
